1;196U;61018D;16150.65;336711 +;0.0000001;0;+31753-2 0;9999
2;196;91.189;40.0141;115285;356.8198;3.1932;8.896768107;82264
1;202U;61031A;16150.88;592362 +;0.00000043;0;+27417-4 0;9993
2;202;32.4391;20.0297;100791;63.6811;297.4123;13.63487314;19735
1;204U;61031C;16150.95;542214 +;0.00000044;0;+27092-4 0;9994
2;204;32.4408;115.9016;98585;102.0762;259.0926;13.64835351;21286
1;205U;61031B;16150.92;721241 +;0.00000026;0;+23881-5 0;9994
2;205;32.4397;139.2863;102347;238.8681;120.1867;13.62381985;18233
1;210U;61015BE;16150.94;449797 +;0.00000146;0;+19540-3 0;9995
2;210;66.459;27.4252;38247;92.2531;268.2922;13.8546157;56538
1;223U;61015BK;16150.6;100740 -;0.00000051;0;+20039-4 0;9996
2;223;66.8903;219.4407;62328;58.8621;301.855;13.88573112;81195
1;224U;61015BL;16150.94;361644 +;0.00000011;0;+53361-4 0;9995
2;224;66.738;50.7036;58927;103.2303;343.3313;14.07387588;95511
1;225U;61015BM;16150.92;932664 +;0.0000019;0;+99409-4 0;9991
2;225;66.7995;134.1038;101505;82.3448;278.9165;14.30777218;31935
1;226U;62002A;16150.91;021795 -;0.00000112;0;+16360-4 0;9992
2;226;48.2978;33.2499;78637;274.0863;85.1051;14.45540523;37382
1;227U;62002B;16150.61;565174 -;0.000001;0;+22333-4 0;9998
2;227;48.1469;232.2801;131583;93.6039;267.9913;14.3803589;15857
1;228U;62002C;16150.52;193545 +;0.00000533;0;+62945-4 0;9990
2;228;48.4288;213.7364;15998;206.3572;153.6538;14.99900105;88924
1;234U;61015BS;16150.74;842092 +;0.00000046;0;+79608-4 0;9995
2;234;66.8774;272.6595;79186;276.4653;82.742;14.0193845;96692
1;243U;61015BY;16150.92;060126 +;0.00000333;0;+29748-3 0;9993
2;243;66.464;199.2593;39400;274.7703;84.8877;13.96461816;70269
1;244U;61015BZ;16150.67;780527 +;0.00000003;0;+58808-4 0;9994
2;244;66.8418;237.2721;69601;178.4424;181.6887;13.94454433;87269
1;246U;61015CB;16150.91;858669 -;0.00000056;0;+16602-4 0;9991
2;246;66.8705;53.762;68718;207.399;152.3457;13.85697383;15297
1;252U;61015CD;16150.64;064883 +;0.00000156;0;+23254-3 0;9995
2;252;67.0773;195.706;53851;7.2582;73.5028;13.75885475;46166
1;253U;61015CE;16150.85;771246 +;0.0000105;0;+24895-3 0;9993
2;253;66.931;48.0735;33047;214.5049;145.3921;14.57730751;40192
1;254U;61015CF;16150.9;083449 +;0.00000349;0;+13128-3 0;9998
2;254;66.7771;354.1985;76287;330.9854;28.7019;14.41309349;43676
1;260U;61015CG;16150.83;274721 +;0.00000403;0;+17363-3 0;9998
2;260;66.7692;154.1832;55627;329.3588;30.4266;14.33540137;29272
1;261U;61015CH;16150.6;844868 +;0.00000002;0;+53894-4 0;9994
2;261;66.6806;200.0532;93511;325.5848;33.92;13.99748539;98221
1;262U;61015CJ;16150.82;862344 +;0.00000085;0;+54000-4 0;9999
2;262;66.4664;283.7411;71299;104.1916;256.712;14.40653343;28092
1;264U;61015CL;16150.51;637656 +;0.00000504;0;+24575-3 0;9992
2;264;66.5273;173.4809;23722;8.4002;351.7484;14.26084939;9009
1;271U;62010A;16150.94;329136 -;0.00000001;0;-84397-3 0;9996
2;271;86.6572;129.7801;327203;216.5745;141.2407;9.413051978;60407
1;273U;62010C;16150.87;451701 +;0.0000004;0;+68018-2 0;9996
2;273;86.6528;114.0296;331456;73.349;290.3528;9.438026958;65015
1;274U;62010D;16150.94;059279 -;0.00000008;0;-23269-2 0;9994
2;274;86.6619;144.7704;335853;336.4192;22.1622;9.393256498;56276
1;309U;62025A;16150.87;837797 -;0.00000087;0;+21144-4 0;9998
2;309;58.0928;327.0588;188344;268.7583;89.1863;14.56568058;46736
1;312U;62025C;16150.92;093915 +;0.00000185;0;+68527-4 0;9998
2;312;58.2484;38.448;217326;116.4591;245.891;14.53912784;24426
1;318U;61015CU;16150.95;737837 +;0.0000097;0;+12614-3 0;9990
2;318;66.5367;37.1405;82089;274.7522;84.4231;14.83577091;66548
1;320U;61015CW;16150.5;750016 +;0.0000004;0;+46765-4 0;9991
2;320;66.9045;173.5517;144003;307.93;50.8853;14.26937318;44390
1;325U;61015DB;16150.94;652093 +;0.00000467;0;+26327-3 0;9994
2;325;66.916;92.6858;68499;281.8514;77.4903;14.17577376;12360
1;327U;61015DD;16150.74;602578 -;0.00000003;0;+58270-4 0;9997
2;327;66.5442;71.4589;116497;341.9627;17.733;13.89495093;76635
1;329U;61015DF;16150.97;355501 +;0.00000044;0;+13634-3 0;9993
2;329;66.7805;327.2199;122171;275.1297;245.1251;13.6505875;28946
1;335U;61015DM;16150.36;441092 +;0.00000379;0;+22930-3 0;9994
2;335;66.8399;135.8119;42286;351.2055;8.8291;14.16505602;6714
1;336U;61015DN;16150.91;410984 +;0.00000013;0;+95857-4 0;9996
2;336;67.0301;104.0384;84632;243.5671;148.2643;13.68269001;36966
1;340U;62029A;16150.82;987135 -;0.00000078;0;-25647-3 0;9996
2;340;44.7958;309.0446;2425040;45.669;75.2565;9.128637207;97213
1;341U;62029B;16150.69;532096 -;0.00000077;0;-28988-3 0;9994
2;341;44.787;224.266;2411864;142.3199;357.472;9.142239487;99529
1;351U;61015DR;16150.89;967874 +;0.0000074;0;+20513-3 0;9998
2;351;66.7531;46.4164;45079;255.9274;103.6823;14.51700964;42310
1;353U;61015DT;16150.94;558775 +;0.00003375;0;+39596-3 0;9990
2;353;66.5062;40.9419;26039;333.0894;26.8879;14.86130933;54212
1;354U;61015DU;16150.96;548036 -;0.00000037;0;+43936-4 0;9999
2;354;67.0654;71.3572;172169;347.5331;89.6894;13.47994366;83015
1;355U;61015DV;16150.96;203390 +;0.00000148;0;+36552-3 0;9998
2;355;67.2226;65.424;260647;280.6652;151.4983;13.31601574;60121
1;357U;61015DX;16150.87;029705 +;0.00000329;0;+26151-3 0;9991
2;357;66.8119;58.1713;20480;291.9114;67.9793;14.03073522;80253
1;369U;62039A;16150.94;952236 +;0.00000273;0;+38550-4 0;9998
2;369;98.5017;293.7376;94430;66.3759;294.7332;14.83143608;70735
1;397U;62047A;16150.79;215008 +;0.00000028;0;+26407-4 0;9996
2;397;58.3064;262.1156;14190;116.5853;243.6648;14.88000638;65373
1;399U;62047C;16150.97;216728 +;0.00010261;0;+20303-3 0;9996
2;399;58.4069;306.8646;12320;97.7854;357.316;15.47677384;94902
1;402U;61015EB;16150.79;089220 +;0.00000907;0;+32287-3 0;9990
2;402;66.6645;23.635;29841;133.0245;227.3365;14.38551496;10475
1;403U;61015EC;16150.92;927374 -;0.00000051;0;+21912-4 0;9992
2;403;66.8419;82.9797;25123;219.9267;251.9166;13.80661869;64435
1;404U;61015ED;16150.6;927023 +;0.00000187;0;+46564-3 0;9997
2;404;66.4709;222.3428;567174;333.6881;23.6318;12.89984441;69537
1;405U;61015EE;16150.95;464105 -;0.00000073;0;-28217-5 0;9996
2;405;66.8939;83.0052;85881;183.9606;247.3573;13.6561184;30917
1;406U;61015EF;16150.91;230721 +;0.00000144;0;+24794-3 0;9999
2;406;66.7811;336.0476;125562;322.2702;189.8923;13.66352513;19426
1;408U;61015EH;16150.53;436369 -;0.00000036;0;+39423-4 0;9992
2;408;66.7855;206.5206;62152;86.9469;18.9191;13.74575039;909
1;409U;61015EJ;16150.96;912841 +;0.00000352;0;+19032-3 0;9997
2;409;66.7141;132.8771;76944;295.1269;64.1856;14.22294854;18684
1;410U;61015EK;16150.51;102228 -;0.00000041;0;+34163-4 0;9999
2;410;66.6916;180.5181;22118;271.1593;253.23;13.76022019;54963
1;414U;61015EP;16150.95;035480 -;0.00000025;0;+51407-4 0;9998
2;414;66.445;350.7484;51508;212.7689;255.5932;13.76971699;56658
1;416U;61015ER;16150.91;866072 +;0.00000286;0;+19682-3 0;9991
2;416;66.5224;318.4934;68631;104.1306;256.742;14.11995417;13367
1;420U;61015EV;16150.9;346349 +;0.00000215;0;+11583-3 0;9999
2;420;66.815;110.0892;82473;70.6312;290.3679;14.28196989;28884
1;424U;62049A;16150.88;628550 +;0.00000053;0;+50448-4 0;9999
2;424;80.467;286.0948;22501;345.137;126.7309;13.69055198;78619
1;426U;62049B;16150.93;083054 +;0.00000047;0;+44442-4 0;9991
2;426;80.47;292.094;17207;326.4446;150.7327;13.68418031;78308
1;447U;62060B;16150.71;468987 -;0.00000116;0;+22508-4 0;9992
2;447;50.1284;196.9787;65716;2.5389;155.1375;13.39015245;20294
1;463U;61015EZ;16150.94;794063 +;0.00000429;0;+15467-3 0;9992
2;463;66.7709;150.9261;53285;166.1877;194.07;14.4207144;38536
1;465U;61015FB;16150.92;609141 +;0.00000534;0;+23624-3 0;9995
2;465;66.3162;343.6955;33954;175.8801;184.2581;14.30707963;19972
1;467U;61015FD;16150.76;783267 -;0.00000707;0;-84999-3 0;9997
2;467;66.5565;272.8283;254378;29.8185;331.709;13.47820249;85187
1;469U;61015FF;16150.93;311616 +;0.00000349;0;+17107-3 0;9990
2;469;66.8358;343.0759;57405;71.4894;289.243;14.28015194;28260
1;470U;61015FG;16150.84;827889 +;0.000002;0;+17310-3 0;9998
2;470;66.2309;320.048;68976;2.966;357.1816;14.04778621;96344
1;474U;61015FL;16150.96;841641 +;0.00002109;0;+33108-3 0;9990
2;474;66.2476;94.437;19499;161.3707;263.2441;14.74757745;47586
1;478U;61015FQ;16150.9;523379 +;0.00000631;0;+16575-3 0;9990
2;478;66.0713;125.4577;43409;73.5474;287.0396;14.55780951;46934
1;479U;61015FR;16150.82;693953 +;0.00004898;0;+59881-3 0;9994
2;479;66.6819;303.85;17217;235.0213;124.9296;14.84046258;23086
1;480U;61015FS;16150.5;986568 +;0.00000534;0;+21941-3 0;9997
2;480;66.238;202.2607;97840;295.5407;63.5597;14.3229098;28142
1;503U;62068A;16150.78;648565 -;0.00000033;0;+00000-0 0;9999
2;503;47.5104;81.2614;2843708;88.2659;322.5125;7.781509505;19741
1;510U;62049C;16150.97;492921 +;0.0000005;0;+47039-4 0;9995
2;510;80.512;341.0139;15195;218.9878;293.4011;13.69657604;80212
1;511U;62049D;16150.71;465322 +;0.00000028;0;+22237-4 0;9991
2;511;80.4298;230.5754;32305;57.8657;107.7983;13.68156261;77606
1;515U;62068B;16150.81;325363 -;0.00000029;0;+00000-0 0;9999
2;515;47.5184;25.4376;2838011;138.2803;247.312;7.792330895;21710
1;530U;61015FU;16150.78;580766 -;0.00000009;0;+46534-4 0;9997
2;530;66.8809;15.9912;86635;299.2503;59.9938;13.98117701;94372
1;537U;61015FW;16150.92;345172 +;0.00000206;0;+32007-3 0;9997
2;537;67.2255;246.5386;171835;148.7139;325.4041;13.62305119;14982
1;538U;61015FX;16150.95;734976 +;0.00000689;0;+22338-3 0;9996
2;538;67.8125;54.7436;31974;349.4073;10.6363;14.43949929;32049
1;541U;61015GA;16150.9;648781 +;0.00000076;0;+12894-3 0;9999
2;541;67.2177;128.112;82295;231.6227;127.744;13.84522517;64016
1;543U;61015GC;16150.39;322174 +;0.00000035;0;+12235-3 0;9993
2;543;67.0317;212.267;75205;304.3806;147.3038;13.68005968;34488
1;544U;61015GD;16150.91;939897 +;0.00000192;0;+34101-3 0;9998
2;544;66.8746;352.2325;190422;206.9267;260.351;13.54442771;4335
1;545U;61015GE;16150.94;373317 +;0.00000143;0;+22435-3 0;9994
2;545;67.2316;128.1465;168701;296.0575;62.3213;13.68578599;27929
1;548U;61015GH;16150.94;297337 +;0.00000447;0;+98246-4 0;9995
2;548;66.6765;64.3446;114034;30.8243;329.9501;14.63744893;65573
1;549U;61015GJ;16150.92;745494 -;0.0000001;0;+98210-4 0;9994
2;549;66.6927;175.0446;207811;71.0336;3.8631;13.35593525;72660
1;552U;61015GM;16150.93;756631 +;0.00000832;0;+68776-3 0;9998
2;552;67.7455;67.7285;105258;354.1231;5.8611;13.90917899;45331
1;558U;61015GQ;16150.89;952373 +;0.0000003;0;+23850-3 0;9994
2;558;65.6988;68.2947;466938;126.2884;312.4274;12.85527469;77735
1;560U;61015GS;16150.72;896675 +;0.00000156;0;+26041-3 0;9995
2;560;67.161;257.7568;314922;71.1301;292.3626;13.49099791;58233
1;561U;61015GT;16150.35;919212 +;0.00000187;0;+86211-3 0;9997
2;561;67.7548;140.548;642645;275.8904;199.1085;12.39785631;85875
1;573U;63013A;16150.47;583068 -;0.00000053;0;-22124-3 0;9996
2;573;42.752;257.9006;4010718;2.2717;18.2648;6.392499943;51379
1;574U;63014A;16150.87;098109 -;0.00000009;0;-53124-2 0;9993
2;574;87.3448;185.506;30721;234.0941;125.706;8.652699779;293
1;589U;63014D;16150.48;564348 -;0.00000009;0;-56275-2 0;9999
2;589;87.347;181.2729;60366;47.1518;313.4387;8.655334966;76186
1;602U;63014E;16150.07;866460 -;0.00000005;0;-38076-2 0;9995
2;602;87.351;180.5079;16187;224.4669;135.4888;8.672139856;79570
1;608U;63014C;16150.5;495914 -;0.00000017;0;-91431-2 0;9998
2;608;87.3444;183.5465;19545;77.0875;283.2161;8.652768366;75985
1;614U;63025B;16150.91;254882 +;0.00008614;0;+19134-3 0;9999
2;614;81.9846;91.8169;641147;161.5767;200.9864;14.38619035;82775
1;622U;63030A;16150.88;019928 -;0.00000011;0;-68465-2 0;9995
2;622;88.4145;56.2015;37803;135.0424;225.3497;8.579307971;44995
1;628U;63014F;16150.1;161467 +;0.00000003;0;+00000-0 0;9992
2;628;87.3404;191.9495;15033;300.6283;59.3088;8.633538816;72111
1;643U;61015GU;16150.89;310524 +;0.00000528;0;+92174-3 0;9992
2;643;66.3717;32.6681;352417;275.4548;80.6398;13.29014345;21338
1;644U;61015GV;16150.9;572065 +;0.00000369;0;+56787-3 0;9998
2;644;67.099;39.8757;154750;225.1376;216.0059;13.5712661;99180
1;645U;61015GW;16150.93;957088 +;0.00000473;0;+11387-2 0;9996
2;645;66.5907;102.9746;410230;47.2974;10.2943;13.03131084;1382
1;648U;61015GZ;16150.58;967748 -;0.0000006;0;+20205-4 0;9998
2;648;65.8756;184.022;207556;211.2748;231.3286;13.56396504;748
1;649U;61015HA;16150.92;142187 -;0.00000168;0;-32501-3 0;9990
2;649;66.2666;350.8603;562213;354.0945;107.2043;12.64319523;28510
1;655U;61015HG;16150.58;961013 -;0.00000217;0;-33639-3 0;9994
2;655;67.2583;322.8761;373582;308.2924;122.0951;13.07270405;6857
1;656U;61015HH;16150.93;458507 +;0.00000364;0;+91274-3 0;9993
2;656;66.2897;96.5273;666890;105.408;262.1574;12.66983458;1309
1;657U;61015HJ;16150.9;446501 +;0.00000219;0;+62273-3 0;9998
2;657;66.2077;92.0365;323839;89.3347;330.8924;13.10873693;23421
1;658U;61015HK;16150.93;980388 +;0.00001205;0;+17124-2 0;9998
2;658;65.8696;19.064;356142;136.1307;226.8615;13.36769777;68445
1;659U;61015HL;16150.83;512652 +;0.00000113;0;+45184-3 0;9998
2;659;67.1653;34.6493;585313;46.0815;22.4995;12.6520555;26517
1;660U;61015HM;16150.96;932966 +;0.00000914;0;+21571-3 0;9991
2;660;66.5251;19.1412;48963;328.0351;143.7421;14.58404935;46506
1;670U;63038B;16150.97;529902 +;0.00000062;0;+89510-4 0;9994
2;670;90.081;322.1644;43653;96.8033;56.9022;13.44247857;81197
1;671U;63038C;16150.97;465716 +;0.00000056;0;+79493-4 0;9999
2;671;90.0818;321.952;42130;64.1416;89.5207;13.44752958;81839
1;672U;63038D;16150.95;103044 +;0.00000357;0;+42439-3 0;9994
2;672;90.0923;319.7271;41622;176.4922;348.4796;13.65383295;760
1;694U;63047A;16150.92;376338 +;0.00000696;0;+77249-4 0;9997
2;694;30.3589;112.9034;589185;307.2715;47.5542;14.01741068;29274
1;698U;63047D;16150.92;114007 +;0.00000149;0;+22992-4 0;9992
2;698;29.9256;91.1947;550089;226.1334;129.2518;13.68895016;75266
1;700U;63047F;16150.5;563976 +;0.00000187;0;+43251-4 0;9996
2;700;30.4833;205.9916;724546;286.7881;65.4484;13.38465068;57922
1;701U;63047G;16150.95;191790 +;0.00000562;0;+17426-3 0;9998
2;701;30.0103;103.5268;530697;32.3132;330.8849;13.76550021;3504
1;703U;63049A;16150.94;709832 +;0.00000025;0;+24217-4 0;9994
2;703;89.9248;103.2808;18210;74.7683;350.5287;13.4979138;84113
1;704U;63049B;16150.94;800184 +;0.00000052;0;+69727-4 0;9992
2;704;89.9246;103.8435;36763;50.4654;15.958;13.46788278;77352
1;705U;63049C;16150.9;875727 +;0.00000033;0;+38365-4 0;9997
2;705;89.9246;103.7692;34641;16.4738;40.4698;13.47285148;77953
1;715U;63049E;16150.91;489453 +;0.00000457;0;+50076-3 0;9998
2;715;89.953;107.683;27638;351.9461;68.4943;13.70836721;99979
1;721U;63053B;16150.9;555661 +;0.00000103;0;+63561-4 0;9996
2;721;78.6082;122.8883;1087286;213.6777;139.0429;12.53565524;90019
1;722U;63053C;16150.91;482917 +;0.00001128;0;+49429-3 0;9995
2;722;78.5438;2.1953;525270;213.4235;143.2712;13.68727824;66597
1;724U;63053E;16150.94;562297 +;0.0000287;0;+70486-3 0;9992
2;724;78.6006;209.3681;406768;125.3244;238.6668;14.12270739;94881
1;727U;64001A;16150.82;419722 -;0.00000028;0;+18738-4 0;9997
2;727;69.9069;245.234;10954;76.7484;61.7396;13.95313108;65082
1;728U;64001B;16150.75;810347 -;0.0000002;0;+24191-4 0;9990
2;728;69.906;181.8831;12182;22.6252;337.5388;13.9705009;66942
1;729U;64001C;16150.71;883737 -;0.00000037;0;+12411-4 0;9990
2;729;69.9017;243.2304;11363;104.353;8.1823;13.94847596;64889
1;730U;64001D;16150.7;446943 -;0.00000035;0;+13879-4 0;9992
2;730;69.907;235.0916;11370;61.0227;54.686;13.9555327;48564
1;731U;64001E;16150.65;634200 -;0.00000021;0;+23519-4 0;9999
2;731;69.9066;228.4782;11482;57.4399;51.9463;13.95770421;65345
1;732U;63053H;16150.9;191284 +;0.00001119;0;+45726-3 0;9995
2;732;78.5896;339.2207;538493;70.7165;295.1396;13.69186598;69371
1;733U;64002A;16150.91;243252 +;0.00000044;0;+33999-4 0;9991
2;733;99.0988;310.9375;33472;210.1016;149.8243;14.32214077;27025
1;734U;64002B;16150.88;630461 +;0.00000004;0;+20232-4 0;9992
2;734;98.9693;252.6444;14741;15.0844;345.0774;14.28763671;24575
1;735U;64002C;16150.84;849253 -;0.00000003;0;+17539-4 0;9996
2;735;98.9771;249.2805;17786;108.1292;252.1826;14.27724105;22920
1;739U;63047H;16150.59;482733 +;0.00000286;0;+31911-4 0;9998
2;739;30.4234;226.4811;648099;172.085;189.0553;13.82166283;32955
1;741U;64004B;16150.89;869248 +;0.00000038;0;+63789-4 0;9991
2;741;81.4907;281.4495;170900;281.491;194.9328;13.23619088;27480
1;742U;64004C;16150.58;980174 +;0.00000047;0;+77121-4 0;9995
2;742;81.4661;194.2567;172318;184.5784;175.3774;13.2587615;30888
1;743U;64004D;16150.86;353940 +;0.00000014;0;+36011-5 0;9990
2;743;81.5222;288.0558;175706;81.5405;82.7234;13.26383687;31495
1;745U;63038E;16150.97;016110 +;0.00000153;0;+21198-3 0;9997
2;745;90.0965;318.7333;17531;172.3132;356.5791;13.54222309;94588
1;746U;64006A;16150.93;177306 +;0.00000161;0;+63015-4 0;9999
2;746;60.8486;76.774;3030412;9.2612;355.3152;9.028909257;35019
1;753U;63049F;16150.89;448325 +;0.00000138;0;+19048-3 0;9990
2;753;89.9336;105.2727;32495;82.834;331.4358;13.53523692;83884
1;801U;64026A;16150.92;807859 +;0.0000016;0;+78401-4 0;9999
2;801;90.496;343.2374;48027;337.8139;22.0969;14.1429167;67088
1;805U;64026B;16150.61;755005 +;0.00000543;0;+22070-3 0;9999
2;805;89.9143;11.813;35739;56.8843;303.5772;14.26115534;65964
1;809U;64026D;16150.88;224734 +;0.00000342;0;+19172-3 0;9998
2;809;90.4906;337.059;38387;265.5821;94.0977;14.08823624;61154
1;812U;64031A;16150.92;827292 -;0.00000007;0;+20362-4 0;9994
2;812;99.8143;194.8902;4752;290.9721;69.0945;14.2374707;93934
1;813U;64031B;16150.89;450254 -;0.00000022;0;+14340-4 0;9997
2;813;99.8243;193.9041;5413;10.1217;350.0066;14.22966893;92850
1;815U;64031C;16150.9;036376 +;0.00000035;0;+36545-4 0;9990
2;815;99.8548;312.8298;11836;184.9309;175.1752;14.27173071;97333
1;829U;64038A;16150.65;290479 +;0.00000393;0;+11401-3 0;9990
2;829;60.7947;193.8916;2989496;95.8575;298.5747;9.132156596;79350
1;831U;64038C;16150.94;013715 +;0.00005041;0;+57827-3 0;9998
2;831;60.7069;122.034;1646843;101.8045;277.1609;11.93262251;18792
1;871U;64051B;16150.47;248708 +;0.00000135;0;+85164-4 0;9992
2;871;79.8922;156.3557;87152;198.1856;161.6183;13.99092034;31430
1;876U;64053A;16150.94;674872 -;0.00000074;0;+11257-4 0;9991
2;876;65.0607;343.3732;156239;261.7637;96.572;14.63605461;51322
