FENGYUN;1C;;;;;;;
1;29859U;99025FD;16152.20447;0.00000873;00000-0;82186-3;0;9993
2;29859;98.3852;48.3963;327174;115.6574;247.8748;13.61944401;
FENGYUN;1C;DEB;;;;;;
1;29860U;99025FE;16151.92307;0.00001117;00000-0;11813-2;0;9994
2;29860;98.6176;143.3418;247485;212.8698;176.2173;13.63912123;
FENGYUN;1C;DEB;;;;;;
1;29865U;99025FK;16151.82514;0.00000951;00000-0;17357-3;0;9996
2;29865;98.9164;66.5978;167132;61.6369;340.2049;14.6006872;
FENGYUN;1C;DEB;;;;;;
1;29866U;99025FL;16151.45514;0.00000278;00000-0;58072-4;0;9992
2;29866;98.2474;200.6548;223058;260.6026;225.3077;14.53898579;
FENGYUN;1C;DEB;;;;;;
1;29868U;99025FN;16151.11125;0.00001129;00000-0;17003-3;0;9992
2;29868;98.4227;188.6059;272785;77.8394;348.0743;14.5435727;
FENGYUN;1C;DEB;;;;;;
1;29869U;99025FP;16151.48254;0.00000268;00000-0;11255-3;0;9994
2;29869;98.9125;279.0589;94765;107.1784;316.248;14.3149653;
FENGYUN;1C;DEB;;;;;;
1;29870U;99025FQ;16151.45172;-0.00000017;00000-0;10099-4;0;9991
2;29870;98.5571;200.7266;122004;15.9054;107.6214;14.28006114;
FENGYUN;1C;DEB;;;;;;
1;29871U;99025FR;16151.23441;0.00000607;00000-0;24646-3;0;9994
2;29871;98.9791;282.3871;71570;188.9373;242.123;14.29990366;
FENGYUN;1C;DEB;;;;;;
1;29872U;99025FS;16151.55425;0.00000435;00000-0;13185-3;0;9995
2;29872;98.7155;181.443;265751;166.0596;347.4894;14.28988601;
FENGYUN;1C;DEB;;;;;;
1;29873U;99025FT;16151.24476;0.00000055;00000-0;72563-4;0;9994
2;29873;99.2822;249.1828;90889;283.4419;95.2396;13.95193782;
FENGYUN;1C;DEB;;;;;;
1;29874U;99025FU;16151.18536;0.00001811;00000-0;10852-2;0;9995
2;29874;98.3945;239.4689;140171;231.6395;187.6493;14.03384317;
FENGYUN;1C;DEB;;;;;;
1;29875U;99025FV;16151.81881;0.00000001;00000-0;18560-4;0;9990
2;29875;98.719;232.8734;84057;125.3701;1.6312;14.24236895;
FENGYUN;1C;DEB;;;;;;
1;29876U;99025FW;16151.5056;0.0000007;00000-0;51782-4;0;9992
2;29876;98.2598;349.7525;63781;55.1754;9.4011;14.18486593;
FENGYUN;1C;DEB;;;;;;
1;29877U;99025FX;16151.66185;0.00000303;00000-0;16299-3;0;9994
2;29877;98.8246;179.7766;49125;202.5283;280.5952;14.19448627;
FENGYUN;1C;DEB;;;;;;
1;29878U;99025FY;16151.81331;0.00001862;00000-0;69309-3;0;9999
2;29878;96.9943;186.6943;126181;224.4914;134.6086;14.28575091;
FENGYUN;1C;DEB;;;;;;
1;29880U;99025GA;16151.82576;0.0000058;00000-0;42324-3;0;9994
2;29880;98.187;95.1667;256359;39.068;348.0414;13.84705042;
FENGYUN;1C;DEB;;;;;;
1;29881U;99025GB;16151.4589;0.00000926;00000-0;10901-2;0;9990
2;29881;98.7301;120.1842;314744;57.6069;63.6092;13.51068386;
FENGYUN;1C;DEB;;;;;;
1;29884U;99025GE;16151.91934;0.0000056;00000-0;24280-3;0;9990
2;29884;99.6118;138.0443;53268;359.3339;52.4941;14.2813388;
FENGYUN;1C;DEB;;;;;;
1;29885U;99025GF;16151.86598;0.00000048;00000-0;44127-4;0;9997
2;29885;98.3026;291.7259;122078;109.2009;12.519;14.118921;
FENGYUN;1C;DEB;;;;;;
1;29886U;99025GG;16151.43908;0.00001929;00000-0;72932-3;0;9998
2;29886;99.2322;328.3042;39208;261.6219;128.1451;14.32128347;
FENGYUN;1C;DEB;;;;;;
1;29887U;99025GH;16151.79996;0.00000649;00000-0;18959-3;0;9995
2;29887;98.9874;138.8652;329669;339.8264;138.2206;14.20724405;
FENGYUN;1C;DEB;;;;;;
1;29888U;99025GJ;16152.17743;0.00000264;00000-0;11146-3;0;9992
2;29888;98.9658;242.8046;296559;157.2706;204.1916;14.1267069;
FENGYUN;1C;DEB;;;;;;
1;29889U;99025GK;16151.54362;0.00000134;00000-0;92569-4;0;9990
2;29889;99.5251;19.603;159998;328.8521;96.1334;14.10065929;
FENGYUN;1C;DEB;;;;;;
1;29890U;99025GL;16150.59084;0.00000867;00000-0;50231-3;0;9998
2;29890;99.518;4.8352;18411;79.2395;281.0845;14.11737997;
